jop_title,company_name,company_location,jop_exp,jop_num_exp,jop_skills
OLIVER WYMAN - CORE CONSULTING GROUP - INTERNSHIP RIYADH,Mercer,"Riyadh, Saudi Arabia",Not specified,None,"[' IT/Software Development ', ' Sales/Retail ', ' Engineering - Telecom/Technology ', ' management ', ' consulting ', ' postingjob ', ' organizational ', ' manager']"
QC Senior Specialist,Marcyrl Pharmaceutical Industry,"Obour City, Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' Quality ', ' Pharmaceutical ', ' QC ', ' Chemistry ', ' Pharmaceutical']"
Senior Mechanical engineer,Bainona Engineering Company,"Nasr City, Cairo, Egypt",Experienced,8 - 15 Yrs of Exp,"[' Engineering - Construction/Civil/Architecture ', ' gulf experience ', ' Mechanical Engineering']"
Technical Support Second Line Senior Engineer,Etisalat Egypt,"Cairo, Egypt",Experienced,0 - 2 Yrs of Exp,"[' Customer Service/Support ', ' Engineering - Telecom/Technology ', ' Technical Support ', ' Information Technology (IT) ', ' CCNA ', ' Communication Engineering ', ' IT ', ' Support ', ' technical']"
Group ICT Business Applications Section Head,Decorative Glass And Arab Union Glass Group,"Obour City, Cairo, Egypt",Experienced,10 - 12 Yrs of Exp,"[' males_only ', ' IT/Software Development ', ' Business Applications ', ' Odoo ', ' Odoo ERP ', ' Odoo Development']"
OCI Senior Cloud Architect,Ejada,"Cairo, Egypt",Experienced,7+ Yrs of Exp,"[' IT/Software Development ', ' Azure ', ' AWS ', ' Cloud ', ' Cloud Migration ', ' Docker ', ' Python ', ' Vmware ', ' Ansible ', ' CI/CD']"
"Software Engineer - Backend, Fintech",Optasia,"Cairo, Egypt",Experienced,3 - 6 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Other ', ' Software Development ', ' Software Engineering ', ' Java ', ' Spring ', ' Spring Boot ', ' Java Development ', ' Java Software Development ', ' Back-End Development']"
Temporary Research Assistant - Eyad Masad,Texas A&M University at Galveston,"Doha, Qatar",Not specified,None,"[' Administration ', ' R&D/Science ', ' Analyst/Research ', ' Research ', ' Administration ', ' C++ ', ' Python ', ' Engineering ', ' Latex ', ' Linux']"
Senior Quality Assurance Testers,Al Ahly capital holding,"Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' IT/Software Development ', ' Quality ', ' Software ', ' Information Technology (IT) ', ' Quality Assurance ', ' Testing ', ' Software Testing']"
Translator,Raytheon,"Riyadh, Saudi Arabia",Not specified,None,"[' Writing/Editorial ', ' Education/Teaching ', ' Training/Instructor ', ' Translation ', ' Writing ', ' Editing ', ' Localization ', ' Microsoft Office ', ' Computer Skills ', ' Teaching']"
Hybris backend Developer,Efada Technology,"Zamalek, Cairo, Egypt",Experienced,5 - 8 Yrs of Exp,"[' IT/Software Development ', ' SAP Hybris ', ' Hybris ', ' E-Commerce']"
INFECTION CONTROL COORDINATOR,King Faisal Specialist Hospital & Research Centre,"Riyadh, Saudi Arabia",Not specified,None,"[' Medical/Healthcare ', ' Quality ', ' Pharmaceutical ', ' Infection Control ', ' Medical ', ' Medicine ', ' Pharmacy ', ' Quality ', ' Infection Prevention ', ' Quality Control']"
Mechanical Site Engineer,RAQMU for Building and Construction,"Sheraton, Cairo, Egypt",Experienced,6 - 7 Yrs of Exp,"[' Engineering - Mechanical/Electrical ', ' Mechanical ', ' Engineering ', ' Mechanical Engineering']"
Quality Manager,Arab Otsuka Nutraceuticals,"Nasr City, Cairo, Egypt",Experienced,7 - 10 Yrs of Exp,"[' Operations/Management ', ' Quality ', ' FMCG ', ' Quality Control ', ' Quality Assurance ', ' Chemistry ', ' Analysis ', ' quality']"
Oracle Developer,Arabian Advanced Systems,"New Cairo, Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' IT/Software Development ', ' PL/SQL ', ' PL ', ' Oracle Forms ', ' oracle developer ', ' Oracle Database ', ' Oracle ', ' SQL']"
Senior HSE Specialist,Confidential,"Musturad, Qalubia, Egypt",Experienced,7 - 10 Yrs of Exp,"[' males_only ', ' Other ', ' HSE ', ' Safety ', ' OSHA ', ' NEBOSH ', ' FMCG']"
Senior Surveyor - Consultant Firm,Elgabaly Architects,"New Cairo, Cairo, Egypt",Experienced,10 - 15 Yrs of Exp,"[' Engineering - Construction/Civil/Architecture ', ' Quality ', ' Engineering - Other ', ' CAD ', ' Surveying ', ' Construction ', ' Engineering ', ' Civil Engineering ', ' Quantity Surveyor']"
Senior Java Developer,Algoriza,"Giza, Egypt",Experienced,3 - 6 Yrs of Exp,"[' IT/Software Development ', ' API ', ' MangoDB ', ' MySQL ', ' OOP']"
Senior Network security engineer,FinBi Finance & Banking Consultants International,"Dokki, Giza, Egypt",Experienced,5 - 7 Yrs of Exp,"[' IT/Software Development ', ' CCNP ', ' computer ', ' Cisco ', ' Networking ', ' Network ', ' Security']"
Business Process Management (BPM) Specialist / Senior BPM Specialist,Venus International Free Zone,"Dkhaila, Alexandria, Egypt",Experienced,2 - 4 Yrs of Exp,"[' Business Development ', ' Business Development ', ' Management ', ' Business Process Management ', ' business process ', ' BPM ', ' specialist']"
Senior Mechanical Maintenance Engineer,Titan Cement Egypt,"Alexandria, Egypt",Experienced,1 - 5 Yrs of Exp,"[' Installation/Maintenance/Repair ', ' Manufacturing/Production ', ' Engineering - Mechanical/Electrical ', ' Design ', ' Maintenance ', ' Mechanical ', ' Mechanical Engineering']"
Material Engineer,acwme,"Downtown, Cairo, Egypt",Experienced,2 - 20 Yrs of Exp,"[' Engineering - Construction/Civil/Architecture ', ' Engineering - Telecom/Technology ', ' Engineering - Mechanical/Electrical ', ' ecommerce ', ' Business Analytics ', ' E-Commerce ', ' Marketing ', ' Digital Media Sales ', ' Digital Marketing Strategy ', ' Digital Sales']"
Assistant Trade Manager,Rentokil Initial plc,"Riyadh, Saudi Arabia",Not specified,None,"[' Administration ', ' Operations/Management ', ' Sales/Retail ', ' Administration ', ' Microsoft Office ', ' Sales ', ' Office Management ', ' Sales Skills ', ' Marketing ', ' Secretary']"
Machine Learning Engineer,Confidential,"Giza, Giza, Egypt",Experienced,2 - 5 Yrs of Exp,"[' IT/Software Development ', ' Machine Learning ', ' AI']"
Frontend React JS Developer,Rescounts,"Mississauga, Canada",Experienced,1 - 2 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Software Development ', ' React ', ' REST']"
Junior IOS Developer,Perfect Presentation,"6th of October, Giza, Egypt",Experienced,1 - 2 Yrs of Exp,"[' IT/Software Development ', ' iOS ', ' iOS Development ', ' Software Development ', ' Development']"
Junior Andriod Developer,Perfect Presentation,"6th of October, Giza, Egypt",Experienced,1 - 2 Yrs of Exp,"[' IT/Software Development ', ' Andriod ', ' Software Development ', ' Software Engineering ', ' Information Technology (IT) ', ' developer ', ' Android']"
Senior Android Developer,Perfect Presentation,"6th of October, Giza, Egypt",Experienced,4 - 6 Yrs of Exp,"[' IT/Software Development ', ' Android ', ' Software Development ', ' Information Technology (IT)']"
Mechanical Engineer,Confidential,"Nasr City, Cairo, Egypt",Experienced,1 - 2 Yrs of Exp,"[' Engineering - Mechanical/Electrical ', ' engineer ', ' Mechanical ', ' Electrical Engineering ', ' Engineering ', ' AutoCAD ', ' English ', ' technical ', ' Management ', ' Communication']"
EMPLOYEE COUNSELOR,King Faisal Specialist Hospital & Research Centre,"Riyadh, Saudi Arabia",Not specified,None,"[' Administration ', ' Sales/Retail ', ' Education/Teaching ', ' admin ', ' administration ', ' education ', ' sales ', ' medical ', ' management ', ' psychology']"
Senior Software Engineer,K Line Europe,"Nasr City, Cairo, Egypt",Experienced,5 - 7 Yrs of Exp,"[' IT/Software Development ', ' APIs ', ' AWS ', ' SQL ', ' NoSQL ', ' Node.js ', ' React ', ' Web Applications ', ' SOA ', ' RESTful APIs']"
Mechanical Engineer,Mansoura Glass Co.,"10th of Ramadan City, Sharqia, Egypt",Experienced,0 - 5 Yrs of Exp,"[' Engineering - Mechanical/Electrical ', ' Engineering ', ' Manufacturing ', ' Mechanical ', ' Maintenance ', ' Mechanical Engineering ', ' 3D ', ' AutoCAD ', ' SolidWorks ', ' Design']"
Head OF Operations,Nerva,"Abdeen, Cairo, Egypt",Experienced,4 - 5 Yrs of Exp,"[' Business Development ', ' Operations/Management ', ' Accounting ', ' Finance ', ' ERP']"
MRI TECHNOLOGIST,King Faisal Specialist Hospital & Research Centre,"Riyadh, Saudi Arabia",Not specified,None,"[' Medical/Healthcare ', ' medical ', ' medicine ', ' radiology']"
ULTRASOUND TECHNOLOGIST,King Faisal Specialist Hospital & Research Centre,"Riyadh, Saudi Arabia",Not specified,None,"[' Medical/Healthcare ', ' medical ', ' medicine ', ' radiology']"
R&D Formulation Senior Specialist,Al Andalous Pharmaceutical Industries,"6th of October, Giza, Egypt",Experienced,2 - 5 Yrs of Exp,"[' R&D/Science ', ' Pharmaceutical ', ' Formulation ', ' Pharmaceutical ', ' Research ', ' Pharmacy']"
Senior Full Stack Developer,Algoriza,"Giza, Egypt",Experienced,5 - 7 Yrs of Exp,"[' IT/Software Development ', ' .Net ', ' Angular ', ' HTML ', ' CSS ', ' SQL']"
ERP Senior Specialist,EAST,"Maadi, Cairo, Egypt",Experienced,5 - 7 Yrs of Exp,"[' IT/Software Development ', ' Other ', ' Engineering - Other ', ' ERP ', ' Microsoft Dynamics']"
Azure Infrastructure Specialist,Ejada,"Cairo, Egypt",Experienced,7+ Yrs of Exp,"[' IT/Software Development ', ' Azure ', ' Infrastructure ', ' DNS ', ' DevOps ', ' Vmware ', ' Troubleshooting ', ' Security ', ' Networking ', ' Information Technology (IT)']"
Software Business Analyst,softprograms,"Nasr City, Cairo, Egypt",Experienced,4 - 7 Yrs of Exp,"[' IT/Software Development ', ' Analyst/Research ', ' Agile ', ' Business Analysis ', ' Communication skills ', ' Information Technology (IT) ', ' Microsoft Office ', ' Software Development']"
web developer,Measuresoft oil and gas Services,"New Cairo, Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' IT/Software Development ', ' HTML ', ' Information Technology (IT) ', ' Programming ', ' Web Development']"
SAP PP - QM / PM Consultant,Confidential,"10th of Ramadan City, Sharqia, Egypt",Experienced,2 - 5 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' SAP ', ' SAP Plant Maintenance ', ' SAP PP ', ' SAP QM ', ' BOM ', ' PP ', ' QM']"
Vice president of Technology,Auto Tager,"Heliopolis, Cairo, Egypt",Experienced,12 - 20 Yrs of Exp,"[' Engineering - Telecom/Technology ', ' AWS ', ' JavaScript ', ' Information Technology (IT) ', ' Software Development ', ' DevOps']"
HR Admin & Employee Relations Specialist,Data Science,"Hadayek October, Giza, Egypt",Experienced,1 - 5 Yrs of Exp,"[' Administration ', ' Human Resources ', ' Operations/Management ', ' Employee Relations ', ' Administration ', ' Communication ', ' Human Resources (HR) ', ' Communication skills ', ' OD ', ' MS Office']"
HSSE Supervisor,DB Schenker,"10th of Ramadan City, Cairo, Egypt",Experienced,5+ Yrs of Exp,"[' R&D/Science ', ' Quality ', ' Health ', ' HSSE ', ' OSHA ', ' Medical ', ' Quality ', ' Safety']"
IT Specialist,Expleo,"Cairo, Egypt",Experienced,3 - 7 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' ITIL ', ' Microsoft Azure ', ' Microsoft Office 365 ', ' Firewall ', ' Cisco Technology ', ' Cisco CCNA']"
Senior Java Developer,Bypa,"Maadi, Cairo, Egypt",Experienced,4 - 6 Yrs of Exp,"[' IT/Software Development ', ' back-end ', ' Java ', ' AWS ', ' CI/CD ', ' Git']"
Quality Engineer - QA,Confidential,"khanka, Qalubia, Egypt",Experienced,0 - 5 Yrs of Exp,"[' R&D/Science ', ' Quality ', ' Engineering - Other ', ' Quality Control ', ' QA ', ' Quality Assurance ', ' QC ', ' Engineering ', ' English ', ' Manufacturing']"
Mechanical Engineer,Remas east company,"New Cairo, Cairo, Egypt",Experienced,1 - 2 Yrs of Exp,"[' Engineering - Mechanical/Electrical ', ' Engineering - Oil & Gas/Energy ', ' Mechanical ', ' Engineering']"
Piping & Mechanical Design Engineer,Dar El Meyah For Supplies and Contracting,"Sheraton, Cairo, Egypt",Experienced,2 - 5 Yrs of Exp,"[' Engineering - Construction/Civil/Architecture ', ' Engineering - Mechanical/Electrical ', ' Engineering - Other ', ' Mechanical Engineering ', ' piping ', ' Mechanical ', ' Design ', ' Water Treatment ', ' Piping Design ', ' AutoCAD 2D']"
Senior Native Android App Developer,Enegix,"Alexandria, Egypt",Experienced,4 - 6 Yrs of Exp,"[' males_only ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Android ', ' Android SDK ', ' Software Development ', ' Mobile Development ', ' Mobile App Development']"
It Specialist and System Administrator,Kiromarble for marble and granite,"Sheraton, Cairo, Egypt",Experienced,2 - 3 Yrs of Exp,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' MCSA ', ' Information Technology (IT) ', ' System Administration ', ' System administrator']"
System Administrator,Safa International Travel,"Dokki, Giza, Egypt",Experienced,5 - 7 Yrs of Exp,"[' males_only ', ' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Engineering ', ' Information Technology (IT) ', ' Linux ', ' Network Administration ', ' System Administration ', ' Software ', ' Security']"
Sr. DBA Admin,egabi solutions,"Sheraton, Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' IT/Software Development ', ' SQL Server ', ' DBA ', ' DBA Administrator ', ' IT ', ' Information Technology (IT) ', ' System Administration']"
Senior Mechanical Technical Office Engineer,Better Home,"New Cairo, Cairo, Egypt",Experienced,6 - 9 Yrs of Exp,"[' Engineering - Mechanical/Electrical ', ' AutoCAD ', ' Revit MEP ', ' Engineering ', ' 3D ', ' Mechanical Engineering ', ' TO ', ' 2D']"
Senior Testing Automation Engineer,LxT,"Agouza, Giza, Egypt",Experienced,3 - 5 Yrs of Exp,"[' IT/Software Development ', ' Software Development ', ' Software Testing ', ' Selenium ', ' JIRA ', ' JMeter ', ' ISTQB']"
Quality Control Manager,Confidential,"Obour City, Cairo, Egypt",Experienced,15+ Yrs of Exp,"[' R&D/Science ', ' Quality ', ' Manufacturing ', ' quality ', ' Quality Assurance ', ' Six Sigma ', ' Quality Control ', ' Leadership ', ' ISO 9001 ', ' Engineering']"
DevOps Engineer,CrossWorkers,"New Cairo, Cairo, Egypt",Experienced,3+ Yrs of Exp,"[' IT/Software Development ', ' CI/CD ', ' DevOps ', ' Docker ', ' Kubernetes ', ' Azure']"
Senior HSE Specialist,Egyptian Starch and Glucose  Manufacturing Company,"Musturad, Qalubia, Egypt",Experienced,5 - 10 Yrs of Exp,"[' males_only ', ' Other ', ' HSE ', ' HSE Management ', ' NEBOSH ', ' OSHA ', ' FMCG']"
QA Compliance Specialist,European Egyptian Pharmaceutical Industries (EEPI),"Ameria, Alexandria, Egypt",Experienced,1 - 3 Yrs of Exp,"[' Manufacturing/Production ', ' Quality ', ' Pharmaceutical ', ' QA ', ' quality ', ' Quality Assurance ', ' Compliance ', ' CGMP ', ' Pharmaceutical Industries']"
Food And Beverage (F&B) Officer,Kode Clubs,"New Cairo, Cairo, Egypt",Experienced,1 - 3 Yrs of Exp,"[' Hospitality/Hotels/Food Services ', ' Operations/Management ', ' Quality ', ' F&B ', ' Beverage ', ' Quality Control ', ' Quality Auditing ', ' excel ', ' HACCP ', ' Analysis']"
Information Security Engineer,Confidential,"Giza, Egypt",Experienced,3 - 5 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Security ', ' CISA ', ' Computer Engineering ', ' ISO 27001']"
Application Support Engineer in New Capital,Techno Management,"New Capital, Cairo, Egypt",Experienced,2 - 5 Yrs of Exp,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Application Support ', ' Application Support Engineer ', ' Customer Service ', ' Support ', ' Support engineer ', ' Technical Support']"
Accounting Manager,Data Science,"Hadayek October, Giza, Egypt",Experienced,10 - 15 Yrs of Exp,"[' Accounting/Finance ', ' Administration ', ' Banking ', ' Communication skills ', ' Accounting ', ' Bookkeeping ', ' CMA ', ' Financial Management ', ' Financial Analysis ', ' Finance']"
Full Stack Developer - Remote,Sequel Solutions,"Cairo, Egypt",Experienced,IT/Software Development,"[' CSS ', ' Full Stack ', ' Java ', ' JavaScript ', ' React.js ', ' Node.js']"
Sales Support Administrator,Aman,"Maadi, Cairo, Egypt",Experienced,1 - 2 Yrs of Exp,"[' Accounting/Finance ', ' Customer Service/Support ', ' Sales/Retail ', ' Sales ', ' Customer Support ', ' Customer Service ', ' Customer Care ', ' Microsoft Office ', ' Marketing ', ' Sales Skills']"
Senior Node JS Developer - onsite,Edentech,"Heliopolis, Cairo, Egypt",Experienced,5 - 8 Yrs of Exp,"[' IT/Software Development ', ' Node.js ', ' MySQL ', ' PostgreSQL ', ' MongoDB ', ' expressjs ', ' fastify ', ' OOP ', ' Problem Solving ', ' API']"
Embedded Software Engineer,Samaya Electronics Egypt LTD,"Nasr City, Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' Engineering - Other ', ' Development ', ' Information Technology (IT) ', ' Software Development ', ' Software Engineering']"
Assistant Product Manager,Infinity Clinic Pharma,"Nasr City, Cairo, Egypt",Experienced,2 - 3 Yrs of Exp,"[' Marketing/PR/Advertising ', ' Orthopedic ', ' Pharmacy']"
Research & Development Section Head,Powerline,"10th of Ramadan City, Cairo, Egypt",Experienced,5 - 8 Yrs of Exp,"[' R&D/Science ', ' Business Development ', ' Engineering - Mechanical/Electrical ', ' Mechanical Engineering ', ' Low Voltage Panels ', ' Sheetmetal Assembly ', ' Medium Voltage Panels ', ' SolidWorks ', ' International Standards']"
