jop_title,company_name,company_location,jop_exp,jop_num_exp,jop_skills
SAP Business One Consultant,Asass,"Heliopolis, Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' Engineering - Construction/Civil/Architecture ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' business ', ' ERP ', ' SAP ', ' Sap B1 ', ' Information Technology (IT) ', ' English ', ' Computer Science']"
System Administrator,Confidential,"Heliopolis, Cairo, Egypt",Experienced,5 - 8 Yrs of Exp,"[' IT/Software Development ', ' Computer Science ', ' CCNA ', ' System Administration ', ' English ', ' System Admin ', ' Information Technology (IT) ', ' MCSE']"
Senior BI Developer,LINK Development,"Cairo, Egypt",Experienced,1 - 5 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Computer Science ', ' BI ', ' Software Engineering ', ' SQL ', ' Software Development ', ' Power BI ', ' SSRS ', ' SQL Server']"
Senior Software Test Engineer,Ejada,"Cairo, Egypt",Experienced,6 - 10 Yrs of Exp,"[' IT/Software Development ', ' Quality ', ' API ', ' Computer Science ', ' ISTQB ', ' Performance Testing ', ' Quality Control ', ' Testing']"
Web Developer,Confidential,"Katameya, Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' Creative/Design/Art ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' application ', ' Computer Science ', ' Information Technology (IT) ', ' Integration ', ' Software Development ', ' SAP ', ' SQL']"
IT Operations Manager,Nadco Kitchen club co,"Riyadh, Saudi Arabia",Experienced,5 - 20 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' IT ', ' Computer Science ', ' Information Technology (IT) ', ' Configuration ', ' Cloud ', ' networks ', ' ERP Solutions']"
Backend Developer,Bright Vision,"Giza, Giza, Egypt",Experienced,2 - 5 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' API ', ' RESTful ', ' Software Development ', ' Node.js ', ' Git ', ' Information Technology (IT) ', ' Software Engineering ', ' backend']"
Software Developer (Middle/Senior) for System Integrator and Microservices,iono tech,"Heliopolis, Cairo, Egypt",Experienced,3 - 7 Yrs of Exp,"[' IT/Software Development ', ' Agile ', ' Engineering ', ' Information Technology (IT) ', ' Software Development ', ' REST ', ' Programming ', ' Software Engineering ', ' JavaScript ', ' Computer Science']"
Flutter developer,AGG information technology,"Nasr City, Cairo, Egypt",Experienced,1 - 3 Yrs of Exp,"[' Creative/Design/Art ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Android ', ' iOS ', ' APIs ', ' flutter ', ' Software Development ', ' Github ', ' RESTful']"
Software Application Support Engineer,Softec Technologies,"Maadi, Cairo, Egypt",Experienced,0 - 2 Yrs of Exp,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Engineering ', ' Technical Support ', ' Information Technology (IT) ', ' Computer Science ', ' Troubleshooting ', ' Networking ', ' English']"
Senior IT Engineer,El Teriak Industrial Group,"Cairo, Egypt",Experienced,7 - 12 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Mechanical/Electrical ', ' Computer Science ', ' Design ', ' HTML ', ' Information Technology (IT) ', ' JavaScript ', ' Software ', ' Software Development ', ' Software Engineering']"
It Security & Network Engineer,El,"6th of October, Giza, Egypt",Experienced,3 - 5 Yrs of Exp,"[' males_only ', ' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Computer Hardware ', ' Hardware ', ' Information Technology (IT) ', ' CCNA ', ' computer ', ' Networking ', ' Software']"
Senior Flutter Developer,e Aswaaq Misr,"Smart Village, Giza, Egypt",Experienced,3 - 5 Yrs of Exp,"[' IT/Software Development ', ' Agile ', ' Android ', ' Computer Science ', ' Design ', ' Engineering ', ' Information Technology (IT) ', ' Java ', ' JSON ', ' Software']"
Senior Planning Engineer,Confidential,"Cairo, Egypt",Experienced,5 - 10 Yrs of Exp,"[' Engineering - Telecom/Technology ', ' Engineering - Mechanical/Electrical ', ' Information Technology (IT) ', ' Computer Science ', ' Engineering ', ' Project Management ', ' Communication skills ', ' Mechanical ', ' Software Development ', ' Primavera']"
Java Support,Air Arabia,"Mohandessin, Giza, Egypt",Experienced,2 - 4 Yrs of Exp,"[' IT/Software Development ', ' Analyst/Research ', ' Engineering - Telecom/Technology ', ' Computer Engineering ', ' Computer Science ', ' Information Technology (IT) ', ' Java ', ' Engineering ', ' English ', ' Infrastructure as a Service']"
Senior .NET Full Stack Developer (.NET Core & Angular),Lumin,"Sheikh Zayed, Giza, Egypt",Experienced,4+ Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' ASP.NET ', ' ADO.NET ', ' C#.Net ', ' .NET ', ' .NEt Full Stack Developer ', ' Full Stack Developer ', ' java ', ' Python']"
Product Owner,Dimofinf Operations Center,"Nasr City, Cairo, Egypt",Experienced,4 - 6 Yrs of Exp,"[' IT/Software Development ', ' Project/Program Management ', ' Engineering - Telecom/Technology ', ' Computer Science ', ' Agile ', ' Engineering ', ' JIRA ', ' Product ', ' Product Management ', ' Project Management']"
Senior Network Engineer,British University of Egypt,"Shorouk City, Cairo, Egypt",Experienced,5 - 10 Yrs of Exp,"[' IT/Software Development ', ' Network ', ' Engineering ', ' Network Administration ', ' Computer Science ', ' Information Technology (IT)']"
Software Quality Control Engineer,TensorGraph,"Maadi, Cairo, Egypt",Experienced,2 - 3 Yrs of Exp,"[' IT/Software Development ', ' Quality ', ' ISTQB ', ' Computer Science ', ' Quality Control ', ' Software ', ' Software Testing']"
Digital Transformation Manager,Confidential,"Nasr City, Cairo, Egypt",Experienced,5+ Yrs of Exp,"[' Media/Journalism/Publishing ', ' business ', ' Computer Science ', ' Project Management ', ' Digital ', ' Management']"
Medical Representative - Minya,El Nahar for Medical Solutions,"Minya, Egypt",Experienced,0 - 4 Yrs of Exp,"[' Medical/Healthcare ', ' Sales/Retail ', ' Pharmaceutical ', ' Medical ', ' Sales ', ' sales skills ', ' Science ', ' Agriculture ', ' Commerce ', ' Communication skills']"
Senior Business Analyst,Tam Development LLC,"Riyadh, Saudi Arabia",Experienced,1 - 5 Yrs of Exp,"[' IT/Software Development ', ' Analyst/Research ', ' Engineering - Telecom/Technology ', ' Agile ', ' Business Analysis ', ' Communication skills ', ' Project Management ', ' Software Development ', ' Computer Science']"
Mid Level - Web Developer,Softxpert Incorporation,"Alexandria, Egypt",Experienced,3 - 7 Yrs of Exp,"[' IT/Software Development ', ' Software ', ' Software Development ', ' Engineering ', ' Computer Science ', ' Software Engineering ', ' Web Development ', ' Git']"
System Senior Specialist,Etisalat Egypt,"New Cairo, Cairo, Egypt",Experienced,1 - 3 Yrs of Exp,"[' IT/Software Development ', ' Linux ', ' Information Technology (IT) ', ' Computer Science ', ' Cloud ', ' Cloud Computing']"
BI Developer,Transmar International,"New Cairo, Cairo, Egypt",Experienced,5 - 7 Yrs of Exp,"[' IT/Software Development ', ' Computer Science ', ' BI ', ' Information Technology (IT) ', ' Power BI']"
Odoo Developer,3D Diagnostix,"Maadi, Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' IT/Software Development ', ' business ', ' Computer Science ', ' Information Technology (IT) ', ' Odoo ', ' Odoo ERP ', ' Python ', ' ERP ', ' Python Scripting']"
Junior Implementation Specialist,Health Insights Group,"Nasr City, Cairo, Egypt",Experienced,1 - 3 Yrs of Exp,"[' IT/Software Development ', ' Medical/Healthcare ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' SQL ', ' Linux ', ' Unix/Linux']"
Backend Developer,Fintech solutions,"New Cairo, Cairo, Egypt",Experienced,2 - 5 Yrs of Exp,"[' IT/Software Development ', ' Android ', ' Computer Science ', ' Development ', ' Information Technology (IT) ', ' Science ', ' Software Development ', ' Software ', ' Mobile Development ', ' Engineering']"
Full Stack Developer - PHP,Confidential,"Cairo, Egypt",Experienced,1 - 4 Yrs of Exp,"[' IT/Software Development ', ' Laravel ', ' PHP ', ' JavaScript ', ' Full Stack ', ' Computer Science']"
Senior Business Analyst (KSA),Ejada,"Riyadh, Saudi Arabia",Experienced,5 - 9 Yrs of Exp,"[' IT/Software Development ', ' Analyst/Research ', ' Agile ', ' Analysis ', ' Banking ', ' Communication skills']"
Odoo Analyst,3D Diagnostix,"Maadi, Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' IT/Software Development ', ' Computer Science ', ' business ', ' Information Technology (IT) ', ' ERP ', ' Odoo ', ' Python ', ' Odoo ERP ', ' django']"
Developer and Support of Applications and Software Solutions,Confidential,"Cairo, Egypt",Experienced,3 - 10 Yrs of Exp,"[' IT/Software Development ', ' MySQL ', ' Oracle ', ' Information Technology (IT) ', ' Java ', ' Computer Science ', ' Software Development ', ' SQL ', ' Python']"
IT Manager,Parkville Pharmaceuticals,"Giza, Egypt",Experienced,7 - 10 Yrs of Exp,"[' IT/Software Development ', ' Project/Program Management ', ' Odoo ERP ', ' Communication skills ', ' Project Management ', ' Information technology']"
Business Analyst | German Speaker,Expleo,"Maadi, Cairo, Egypt",Experienced,1 - 5 Yrs of Exp,"[' IT/Software Development ', ' Business Analysis ', ' German ', ' Computer Science ', ' MS Excel ', ' german ', ' English ', ' inssurance']"
Product Specialist ( Menoufeya),PRT Scientific Office,"Monufya, Egypt",Experienced,0 - 5 Yrs of Exp,"[' Medical/Healthcare ', ' Sales/Retail ', ' Pharmaceutical ', ' Pharmacy ', ' Veterinary ', ' Medicine ', ' Sales ', ' Customer Service ', ' Pharmaceutical ', ' Cosmetics']"
Product Specialist ( Minya),PRT Scientific Office,"Minya, Egypt",Experienced,0 - 5 Yrs of Exp,"[' Medical/Healthcare ', ' Sales/Retail ', ' Pharmaceutical ', ' Pharmacy ', ' Veterinary ', ' Medicine ', ' Sales ', ' Customer Service ', ' Pharmaceutical ', ' Cosmetics']"
Software Business Analyst,SHAWAHID ROADS INDUSTRIAL COMPANY,"Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' IT/Software Development ', ' Analyst/Research ', ' Analyst ', ' Business Analyst ', ' Computer Science ', ' Software ', ' Science ', ' English ', ' computer']"
Sr. Pre Sales Consultant,Confidential,"Cairo, Egypt",Experienced,6 - 12 Yrs of Exp,"[' Sales/Retail ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Pre-Sales ', ' Presales ', ' Computer Science ', ' Microsoft Office ', ' Sales']"
AI Developer,LINK Development,"Cairo, Egypt",Experienced,1 - 5 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Computer Science ', ' BI ', ' Software Engineering ', ' SQL ', ' Software Development ', ' Power BI ', ' SSRS ', ' SQL Server']"
Full Stack Developer,Medicall Call center 4D,"Hail, Saudi Arabia",Experienced,2 - 5 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Full Stack Developer ', ' PHP Development ', ' javaScript Frameworks ', ' Angular ', ' MySQL ', ' API ', ' Node.js ', ' React Native']"
Software Developer (.Net),BI,"New Cairo, Cairo, Egypt",Experienced,1 - 4 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Software Development ', ' Web Development ', ' Dynamics ', ' Microsoft Dynamics ', ' AX ', ' X++ ', ' ASP.NET ', ' .NET']"
IT System Administrator,Confidential,"Cairo, Egypt",Experienced,5 - 10 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' analytical ', ' Analytical Skills ', ' Information Technology (IT) ', ' Computer Engineering ', ' Computer Science ', ' Communication skills']"
Agile Coach,Confidential,"Cairo, Egypt",Experienced,3 - 8 Yrs of Exp,"[' IT/Software Development ', ' Agile ', ' Software Development ', ' Computer Science ', ' Coaching ', ' Scrum']"
App Product Manager / Programmer (Flutter),Confidential,"6th of October, Giza, Egypt",Experienced,3 - 10 Yrs of Exp,"[' IT/Software Development ', ' Mobile App ', ' Product Management ', ' business ', ' Computer Science']"
SOC Analyst,Al Ahly capital holding,"Maadi, Cairo, Egypt",Experienced,2 - 5 Yrs of Exp,"[' IT/Software Development ', ' CEH ', ' CIH ', ' Computer Science ', ' Information Technology (IT) ', ' SIEM ', ' Technical Analysis']"
Oracle Cloud HCM Consultant,Confidential,"Cairo, Egypt",Experienced,5 - 10 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Oracle ', ' Payroll ', ' HCM ', ' Computer Science ', ' Consultant']"
IT Manager- Sap User,Confidential,"Obour City, Cairo, Egypt",Experienced,12 - 15 Yrs of Exp,"[' IT/Software Development ', ' Operations/Management ', ' Engineering - Telecom/Technology ', ' Administration ', ' Analysis ', ' computer ', ' Computer Hardware ', ' Computer Science ', ' Information Technology (IT) ', ' IT']"
Zoho Web Developer - Remote job,Happenize,"Dubai, United Arab Emirates",Experienced,1 - 6 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Zoho CRM ', ' zoho developer ', ' Software Development ', ' Web Development']"
Senior HR Information System ( HRIS),Confidential,"Sheraton, Cairo, Egypt",Experienced,3 - 7 Yrs of Exp,"[' Business Development ', ' Human Resources ', ' business ', ' Information Technology (IT) ', ' Information Systems ', ' Database ', ' Analysis ', ' Human Resources Development']"
IT senior,Confidential,"Nasr City, Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Engineering ', ' Computer Engineering ', ' CCNP ', ' Computer Science ', ' ERP ', ' Information Technology (IT) ', ' Network Administration ', ' CCNA']"
Senior Linux System Admin (+ 3 years of pure Linux administration experience),3D Diagnostix,"Maadi, Cairo, Egypt",Experienced,3+ Yrs of Exp,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' AWS ', ' CCNA ', ' Cisco ', ' Computer Science ', ' Information Technology (IT) ', ' Linux ', ' MySQL']"
IOT Engineer,Noases,"Cairo, Egypt",Experienced,1 - 4 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Computer Science ', ' Development ', ' Information Technology (IT) ', ' Engineering ', ' IOT ', ' Machine Learning ', ' MySQL ', ' Programming']"
Senior Software Quality Control Engineer,GET Group,"Heliopolis, Cairo, Egypt",Experienced,3+ Yrs of Exp,"[' IT/Software Development ', ' Quality ', ' Engineering - Telecom/Technology ', ' API ', ' API Testing ', ' Computer Science ', ' Quality Control ', ' Testing ', ' Performance ', ' ISTQB']"
Senior Backend Developer{ .NET Core},RTR Software Solutions,"Nasr City, Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' IT/Software Development ', ' .Net ', ' Microsoft SQL Server ', ' Azure ', ' Git ', ' SQL ', ' Software Development ', ' Agile ', ' Computer Science']"
Senior Oracle developer,Algoriza,"Giza, Egypt",Experienced,5+ Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Computer Science ', ' Design ', ' Development ', ' Database ', ' Information Technology (IT) ', ' Oracle ', ' oracle developer ', ' PL/SQL']"
IT Manager,Techno Wave,"Katameya, Cairo, Egypt",Experienced,7 - 10 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' networks ', ' IT ', ' Information Technology (IT)']"
Cloud Solutions Architect,Link Datacenter,"Giza, Egypt",Experienced,2 - 4 Yrs of Exp,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Azure ', ' Cloud ', ' Computer Engineering ', ' Computer Science ', ' Docker ', ' Engineering ', ' Information Technology (IT)']"
Senior Backend Developer (PHP),Easy Cash,"Heliopolis, Cairo, Egypt",Experienced,4 - 6 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' backend ', ' Laravel ', ' SQL ', ' PHP ', ' Engineering']"
Oracle Developer,Confidential,"Dokki, Giza, Egypt",Experienced,3 - 15 Yrs of Exp,"[' IT/Software Development ', ' Computer Science ', ' PL/SQL ', ' SQL ', ' Database ', ' ERP ', ' Information Technology (IT) ', ' Software Development ', ' PL ', ' oracle developer']"
IT Digital Transformation Manager,Confidential,"Nasr City, Cairo, Egypt",Experienced,10 - 15 Yrs of Exp,"[' IT/Software Development ', ' Manufacturing/Production ', ' Project/Program Management ', ' Information Technology (IT) ', ' Software Solutions ', ' digital transformation ', ' IT ', ' Implementation ', ' ERP ', ' Technology']"
Business Analyst,Osolutions,"Sheraton, Cairo, Egypt",Experienced,2 - 4 Yrs of Exp,"[' Business Development ', ' Analyst/Research ', ' Analysis ', ' Business Analysis ', ' Communication skills ', ' Computer Science ', ' technical ', ' Technology ', ' Communication ', ' Applications']"
Business Applications Assistant Manager,SAVOLA,"Nasr City, Cairo, Egypt",Experienced,2 - 3 Yrs of Exp,"[' IT/Software Development ', ' Business Applications ', ' Analysis ', ' SQL']"
Senior Software Tester,Expert Apps,"Maadi, Cairo, Egypt",Experienced,4+ Yrs of Exp,"[' IT/Software Development ', ' Quality ', ' Engineering - Telecom/Technology ', ' Automation ', ' computer ', ' Computer Science ', ' Information Technology (IT) ', ' Integration ', ' JMeter ', ' Performance']"
Help Desk Specialist,Global Brands,"New Cairo, Cairo, Egypt",Experienced,0 - 3 Yrs of Exp,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Communication ', ' Computer Science ', ' Customer Service ', ' Help desk ', ' Information technology ', ' Information Technology (IT) ', ' Installation ', ' Software']"
HSE Deputy Manager,Confidential,"Bourj Alarab, Alexandria, Egypt",Experienced,10+ Yrs of Exp,"[' R&D/Science ', ' Operations/Management ', ' Quality ', ' HSE ', ' Engineering ', ' Quality ', ' FMCG ', ' NEBOSH ', ' Manufacturing ', ' OSHA']"
Registrar Assistant,Zewail City,"6th of October, Giza, Egypt",Experienced,1 - 3 Yrs of Exp,"[' Administration ', ' Microsoft Office ', ' Administration ', ' registrar ', ' registrar assistant ', ' admission and registrar']"
Trainer,Macro Group,"Nasr City, Cairo, Egypt",Experienced,6 - 8 Yrs of Exp,"[' Education/Teaching ', ' Training/Instructor ', ' Pharmacy ', ' Instructor ', ' TOT ', ' Teaching ', ' Training']"
IT Supervisor,Confidential,"Nasr City, Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Engineering ', ' Computer Engineering ', ' CCNP ', ' Computer Science ', ' ERP ', ' Information Technology (IT) ', ' Network Administration ', ' CCNA']"
Senior Analyst – Information Security,Network International,"New Cairo, Cairo, Egypt",Experienced,2 - 5 Yrs of Exp,"[' IT/Software Development ', ' Computer Science ', ' Information Security']"
Senior Full Stack Developer,Giza Systems,"Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' IT/Software Development ', ' front-end ', ' Full Stack ', ' NodeJS ', ' React']"
Talent Acquisition Coordinator (Qatari National),University of Doha for Science and Technology (UDST),"Doha, Qatar",Not specified,None,"[' Administration ', ' Human Resources ', ' Operations/Management ', ' Human Resources (HR) ', ' Recruitment ', ' Talent Acquisition ', ' Interviewing ', ' HR ', ' Screening ', ' Microsoft Office']"
Python Web Developer - Graduate Position,Holix,"Cairo, Egypt",Experienced,0 - 3 Yrs of Exp,"[' IT/Software Development ', ' Python ', ' Software Development ', ' Software ', ' CSS ', ' Web Development']"
DevOps Engineer,Easy Cash,"Heliopolis, Cairo, Egypt",Experienced,3 - 7 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' DevOps ', ' Information Technology (IT) ', ' Integration']"
Oracle EPM Senior Consultant-Planning,Azdan Business Analytics,"Cairo, Egypt",Experienced,3 - 7 Yrs of Exp,"[' Accounting/Finance ', ' IT/Software Development ', ' Oracle ', ' EPM ', ' EPBCS ', ' Hyperion Planning']"
Social Media Buyer Specialist,STIO Life Science,"Heliopolis, Cairo, Egypt",Experienced,2 - 3 Yrs of Exp,"[' Writing/Editorial ', ' Marketing/PR/Advertising ', ' Media/Journalism/Publishing ', ' Communication ', ' Content ', ' Creative ', ' Advertising ', ' E-Marketing ', ' Marketing ', ' media']"
Search Engine Optimization Specialist,STIO Life Science,"Heliopolis, Cairo, Egypt",Experienced,2 - 3 Yrs of Exp,"[' Marketing/PR/Advertising ', ' Media/Journalism/Publishing ', ' Pharmaceutical ', ' Analytics ', ' Communication ', ' Communication skills ', ' E-Marketing ', ' Keyword research ', ' Marketing ', ' Performance']"
Cyber Security Engineer,Confidential,"Giza, Egypt",Experienced,2 - 4 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Security ', ' CISA ', ' Computer Engineering ', ' ISO 27001']"
F&B Quality Officer,Kode Clubs,"Cairo, Egypt",Experienced,2 - 3 Yrs of Exp,"[' Quality ', ' food safety ', ' F&B ', ' Food ', ' Quality Assurance ', ' Quality Control ', ' Food Safety Management ', ' Food & Beverage ', ' Food Hygiene ', ' Food quality']"
Oracle Apps Technical Consultant,Perfect Presentation,"6th of October, Giza, Egypt",Experienced,8 - 10 Yrs of Exp,"[' IT/Software Development ', ' ERP ', ' EBS ', ' Oracle ', ' OAF ', ' XML ', ' Technical Support ', ' Software']"
Oracle EBS Senior Techno Consultant,Confidential,"Cairo, Egypt",Experienced,4 - 8 Yrs of Exp,"[' IT/Software Development ', ' Oracle EBS ', ' Supply Chain ', ' Oracle e-Business ', ' Oracle E-Business Suite ', ' Information Technology (IT) ', ' EBS ', ' Oracle']"
HSE Manager,Confidential,"Obour City, Cairo, Egypt",Experienced,10+ Yrs of Exp,"[' males_only ', ' R&D/Science ', ' Operations/Management ', ' Quality ', ' HSE ', ' Safety ', ' Quality Control ', ' Quality Assurance ', ' Science ', ' Packaging ', ' Manufacturing']"
"Key Account Manager Qatar, Oman and Bahrain",Abbott Laboratories Co.,"Doha, Qatar",Not specified,None,"[' Accounting/Finance ', ' Marketing/PR/Advertising ', ' Sales/Retail ', ' sales ', ' sales skills ', ' indoor sales ', ' management ', ' operations ', ' communication ', ' finance']"
Backend Developer .Net,WSC,"Giza, Egypt",Experienced,4 - 8 Yrs of Exp,"[' IT/Software Development ', ' Programming ', ' Software Development ', ' Back-End Development ', ' .Net ', ' ASP.NET Core ', ' Angular ', ' Redis ', ' RabbitMQ']"
Senior Systems Engineer,FinBi Finance & Banking Consultants International,"Dokki, Giza, Egypt",Experienced,5 - 7 Yrs of Exp,"[' IT/Software Development ', ' Security ', ' Software Development ', ' MCSA ', ' Vmware']"
Learning & Development Specialist (Medical background ),Saudi German Hospital,"New Nozha, Cairo, Egypt",Experienced,1 - 3 Yrs of Exp,"[' Human Resources ', ' Communication ', ' learning ', ' Medical ', ' Pharmacy']"
ERP Application Consultant,Global Business solutions,"Nasr City, Cairo, Egypt",Experienced,2 - 3 Yrs of Exp,"[' males_preferred ', ' IT/Software Development ', ' Accounting ', ' business ', ' ERP']"
Quality Assurance Specialist,Akhnaton for Trading & Distributing,"Obour City, Cairo, Egypt",Experienced,1 - 5 Yrs of Exp,"[' Quality ', ' Quality Assurance ', ' Pharmaceutical Industry ', ' QA ', ' Warehousing Management']"
HSE Supervisor,Logistica,"6th of October, Giza, Egypt",Experienced,5 - 7 Yrs of Exp,"[' Operations/Management ', ' Quality ', ' Engineering - Other ', ' HSE ', ' ISO ', ' Nebosh ', ' Safety ', ' Safety Management ', ' Firefighting ', ' ISO 14001']"
ERP Administrator,SABA,"Heliopolis, Cairo, Egypt",Experienced,1 - 3 Yrs of Exp,"[' Administration ', ' ERP ', ' Administration']"
Android Developer,Confidential,"Talkha, Dakahlia, Egypt",Experienced,3 - 5 Yrs of Exp,"[' Business Development ', ' IT/Software Development ', ' Development ', ' Android ', ' Android app ', ' Mobile Development ', ' REST']"
Senior java developer - onsite,Edentech,"Heliopolis, Cairo, Egypt",Experienced,5 - 10 Yrs of Exp,"[' IT/Software Development ', ' Agile ', ' Computer Science ', ' Development ', ' Engineering ', ' Java ', ' Software Development ', ' SQL ', ' Spring']"
Assistant Branch Manager,Epicura Soluotions,"Cairo, Egypt",Experienced,1 - 5 Yrs of Exp,"[' Administration ', ' Technology Sales ', ' Cloud sales ', ' Development leader ', ' Communication ', ' Office management ', ' Administration ', ' Project Coordination ', ' Project Management ', ' Team management']"
Medical Sales Representative,Confidential,"Alexandria, Egypt",Experienced,3 - 4 Yrs of Exp,"[' Marketing/PR/Advertising ', ' Medical/Healthcare ', ' Strategy/Consulting ', ' Medical representative ', ' Sales Target ', ' Medical ', ' Digital Sales ', ' Online Advertising ', ' Online Marketing ', ' Medical Sales']"
Senior Developer,Post Distribution Company,"Maadi, Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' PHP ', ' C# ', ' JavaScript ', ' SQL ', ' ASP.Net ', ' Engineering ', ' jQuery ', ' CSS3']"
Marine Environmental Scientist (Offshore),GHD,"Doha, Qatar",Not specified,None,"[' Quality ', ' Engineering - Mechanical/Electrical ', ' Engineering - Oil & Gas/Energy ', ' dredging ', ' engineering ', ' marine construction ', ' sand fill ', ' quality ', ' marine ', ' english']"
Business Development Executive - Call Centre,Parker Connect,"Dubai, United Arab Emirates",Not specified,None,"[' Business Development ', ' Marketing/PR/Advertising ', ' Sales/Retail ', ' Business Development ', ' Sales ', ' Sales Skills ', ' Sales Target ', ' Marketing ', ' Customer Service ', ' Customer Support']"
Linux System Administrator,Confidential,"Giza, Egypt",Experienced,1 - 4 Yrs of Exp,"[' IT/Software Development ', ' Linux ', ' Network ', ' System Administration']"
Dot NET C# Developer,Confidential,"Nasr City, Cairo, Egypt",Experienced,1 - 3 Yrs of Exp,"[' IT/Software Development ', ' .NET ', ' ASP.NET ', ' C# ', ' MVC ', ' jQuery ', ' AJAX ', ' javaScript ', ' ORM ', ' TFS']"
Workforce Planning Specialist,UrbaCon Contracting & Trading Company,"Doha, Qatar",Not specified,None,"[' Logistics/Supply Chain ', ' Manufacturing/Production ', ' Purchasing/Procurement ', ' Planning ', ' Logistics ', ' Supply Chain ', ' Production ', ' English ', ' Manufacturing ', ' Engineering']"
SITE Mechanical/Electrical Engineer,Seaport Company,"Alexandria, Egypt",Experienced,3 - 6 Yrs of Exp,"[' Engineering - Mechanical/Electrical ', ' AutoCAD ', ' Electrical Engineering ', ' Mechanical Engineering ', ' Microsoft Office ', ' English ', ' Presentation ', ' Plumping System ', ' Swimming Pools']"
MS Dynamics AX System Administrator & system Analysis,ECDC,"Katameya, Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' IT/Software Development ', ' MS Power Bi ', ' Microsoft Dynamics AX ', ' Microsoft Dynamics AX 2012 ', ' Installation ', ' Microsoft Dynamics ', ' SQL ', ' SSRS ', ' Information Technology (IT) ', ' .Net']"
Recruitment Manager,Wicresoft,"New Cairo, Cairo, Egypt",Experienced,2 - 7 Yrs of Exp,"[' Project/Program Management ', ' Business Administration ', ' Microsoft Office ', ' Human Resources (HR) ', ' Human Resources ', ' English ', ' Communication skills ', ' business ', ' Administration ', ' Personnel']"
Junior R&D Engineer,3Brothers,"10th of Ramadan City, Cairo, Egypt",Experienced,0 - 2 Yrs of Exp,"[' R&D/Science ', ' Engineering - Mechanical/Electrical ', ' CAD ', ' Development ', ' Electronics ', ' Engineering ', ' Mechanical Engineering ', ' R&D ', ' product  design ', ' Design']"
Integration Engineer,Expleo,"Maadi, Cairo, Egypt",Experienced,1 - 6 Yrs of Exp,"[' IT/Software Development ', ' Python ', ' Linux ', ' SQL ', ' Unix ', ' SSL']"
Product Owner,QARA,"New Cairo, Cairo, Egypt",Experienced,0 - 2 Yrs of Exp,"[' IT/Software Development ', ' Project/Program Management ', ' Agile ', ' Product Management ', ' Product Owner ', ' Business Analysis ', ' User Stories ', ' Research ', ' User Research ', ' Product Development']"
